Checked,Tags,Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: mzVault Search,Annot. Source: Metabolika Search,Annot. Source: ChemSpider Search,Annot. Source: BioCyc Search,Annot. DeltaMass [ppm],Calc. MW,RT [min],Area (Max.),# ChemSpider Results,# mzCloud Results,# mzVault Results,mzCloud Best Match,mzCloud Best Match Confidence,mzVault Best Match,mzVault Library Match: Bamba lab 34 lipid mediators library stepped NCE 10 30 45,mzVault Library Match: Bamba lab 598 polar metabolites stepped NCE 10 30 45,mzVault Library Match: HILIC_FeihnLab,mzVault Library Match: HMDB_MoNA,mzVault Library Match: STD_LIB_HILIC,mzVault Library Match: MSDIAL-TandemMassSpectralAtlas-VS68-Pos,mzVault Library Match: MSMS-Public-Pos-VS15_1,mzVault Library Match: MSMS-Public-Pos-VS15_2,mzVault Library Match: MSMS-Public-Pos-VS15_3,MS2,Area: 04_2nd_extr_After-8_20201022_FS_Disc_Pos_01.raw (F3),Area: 05_2nd_extr_After-4_20201022_FS_Disc_Pos_01.raw (F4),Area: 06_1st_extr_After-4_Extract20200917_FS_Disc_Pos_01.raw (F5),Area: 08_2nd_extr_After-5_20201022_FS_Disc_Pos_01.raw (F7),Area: 10_1st_extr_After-2_Extract20200917_FS_Disc_Pos_01.raw (F9),Area: 12_1st_extr_After-12_Extract20200917_FS_Disc_Pos_01.raw (F11),Area: 14_1st_extr_After-11_Extract20200917_FS_Disc_Pos_01.raw (F13),Area: 16_2nd_extr_After-17_20201022_FS_Disc_Pos_01.raw (F15),Area: 17_2nd_extr_After-20_20201022_FS_Disc_Pos_01.raw (F16),Area: 18_1st_extr_After-7_Extract20200917_FS_Disc_Pos_01.raw (F17),Area: 19_2nd_extr_After-15_20201022_FS_Disc_Pos_01.raw (F18),Area: 24_1st_extr_After-1_Extract20200917_FS_Disc_Pos_01.raw (F23),Area: 30_2nd_extr_After-7_20201022_FS_Disc_Pos_01.raw (F29),Area: 31_2nd_extr_After-19_20201022_FS_Disc_Pos_01.raw (F30),Area: 40_2nd_extr_After-13_20201022_FS_Disc_Pos_01.raw (F40),Area: 41_1st_extr_After-8_Extract20200917_FS_Disc_Pos_01.raw (F41),Area: 49_1st_extr_After-5_Extract20200917_FS_Disc_Pos_01.raw (F49),Area: 50_1st_extr_After-9_Extract20200917_FS_Disc_Pos_01.raw (F50),Area: 52_2nd_extr_After-14_20201022_FS_Disc_Pos_01.raw (F52),Area: 54_2nd_extr_After-6_20201022_FS_Disc_Pos_01.raw (F54),Area: 57_1st_extr_After-3_Extract20200917_FS_Disc_Pos_01.raw (F57),Area: 59_2nd_extr_After-1_20201022_FS_Disc_Pos_01.raw (F59),Area: 62_2nd_extr_After-9_20201022_FS_Disc_Pos_01.raw (F62),Area: 63_2nd_extr_After-2_20201022_FS_Disc_Pos_01.raw (F63),Area: 64_1st_extr_After-6_Extract20200917_FS_Disc_Pos_01.raw (F64),Area: 69_2nd_extr_After-18_20201022_FS_Disc_Pos_01.raw (F69),Area: 70_2nd_extr_After-12_20201022_FS_Disc_Pos_01.raw (F70),Area: 72_2nd_extr_After-3_20201022_FS_Disc_Pos_01.raw (F72),Area: 73_2nd_extr_After-11_20201022_FS_Disc_Pos_01.raw (F73),Area: 75_1st_extr_After-10_Extract20200917_FS_Disc_Pos_01.raw (F75),Area: 76_2nd_extr_After-16_20201022_FS_Disc_Pos_01.raw (F76),Area: 77_2nd_extr_After-10_20201022_FS_Disc_Pos_01.raw (F77),Area: 03_2nd_extr_Before-6_20201022_FS_Disc_Pos_01.raw (F2),Area: 07_1st_extr_Before-10_Extract20200917_FS_Disc_Pos_01.raw (F6),Area: 09_2nd_extr_Before-14_20201022_FS_Disc_Pos_01.raw (F8),Area: 13_2nd_extr_Before-4_20201022_FS_Disc_Pos_01.raw (F12),Area: 15_2nd_extr_Before-19_20201022_FS_Disc_Pos_01.raw (F14),Area: 21_1st_extr_Before-9_Extract20200917_FS_Disc_Pos_01.raw (F20),Area: 22_2nd_extr_Before-2_20201022_FS_Disc_Pos_01.raw (F21),Area: 23_1st_extr_Before-4_Extract20200917_FS_Disc_Pos_01.raw (F22),Area: 25_1st_extr_Before-7_Extract20200917_FS_Disc_Pos_01.raw (F24),Area: 26_2nd_extr_Before-7_20201022_FS_Disc_Pos_01.raw (F25),Area: 27_2nd_extr_Before-8_20201022_FS_Disc_Pos_01.raw (F26),Area: 28_2nd_extr_Before-5_20201022_FS_Disc_Pos_01.raw (F27),Area: 32_1st_extr_Before-2_Extract20200917_FS_Disc_Pos_01.raw (F31),Area: 33_1st_extr_Before-3_Extract20200917_FS_Disc_Pos_01.raw (F32),Area: 35_2nd_extr_Before-1_20201022_FS_Disc_Pos_01.raw (F34),Area: 36_2nd_extr_Before-11_20201022_FS_Disc_Pos_01.raw (F35),Area: 37_2nd_extr_Before-13_20201022_FS_Disc_Pos_01.raw (F37),Area: 39_1st_extr_Before-6_Extract20200917_FS_Disc_Pos_01.raw (F39),Area: 42_1st_extr_Before-8_Extract20200917_FS_Disc_Pos_01.raw (F42),Area: 43_2nd_extr_Before-20_20201022_FS_Disc_Pos_01.raw (F43),Area: 44_2nd_extr_Before-21_20201022_FS_Disc_Pos_01.raw (F44),Area: 46_1st_extr_Before-1_Extract20200917_FS_Disc_Pos_01.raw (F46),Area: 48_1st_extr_Before-5_Extract20200917_FS_Disc_Pos_01.raw (F48),Area: 53_2nd_extr_Before-10_20201022_FS_Disc_Pos_01.raw (F53),Area: 55_2nd_extr_Before-18_20201022_FS_Disc_Pos_01.raw (F55),Area: 58_2nd_extr_Before-3_20201022_FS_Disc_Pos_01.raw (F58),Area: 60_2nd_extr_Before-9_20201022_FS_Disc_Pos_01.raw (F60),Area: 66_2nd_extr_Before-12_20201022_FS_Disc_Pos_01.raw (F66),Area: 67_2nd_extr_Before-17_20201022_FS_Disc_Pos_01.raw (F67),Area: 68_2nd_extr_Before-15_20201022_FS_Disc_Pos_01.raw (F68),Area: 71_2nd_extr_Before-16_20201022_FS_Disc_Pos_01.raw (F71),Area: 01_Water_Blank_20201022_FS_Disc_Pos_01.raw (F36),Area: 78_Water_Blank_20201022_FS_Disc_Pos_02.raw (F78),Area: 02_Pooled_QC1_20201022_FS_Disc_Pos_01.raw (F1),Area: 11_Pooled_QC1_20201022_FS_Disc_Pos_02.raw (F10),Area: 20_Pooled_QC1_20201022_FS_Disc_Pos_03.raw (F19),Area: 29_Pooled_QC1_20201022_FS_Disc_Pos_04.raw (F28),Area: 38_Pooled_QC1_20201022_FS_Disc_Pos_05.raw (F38),Area: 47_Pooled_QC1_20201022_FS_Disc_Pos_06.raw (F47),Area: 56_Pooled_QC1_20201022_FS_Disc_Pos_07.raw (F56),Area: 65_Pooled_QC1_20201022_FS_Disc_Pos_08.raw (F65),Area: 74_Pooled_QC1_20201022_FS_Disc_Pos_09.raw (F74),Area: 79_Pooled_QC1_20201022_FS_Disc_Pos_10.raw (F79),Group Area: After,Group Area: Before,Group Area: QC1-SameVial,Group CV [%]: After,Group CV [%]: Before,Group CV [%]: QC1-SameVial,Ratio: (After) / (Before),Log2 Fold Change: (After) / (Before),P-value: (After) / (Before),Adj. P-value: (After) / (Before)
TRUE,,,C17 H39 O P3,Full match,No results,No results,No results,No results,No results,3.13,352.22248,0.846,29350626.93,0,0,0,,,,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,DDA for preferred ion,10063104.81,9640905.762,7152306.787,10594500,7113289.275,10645168.48,6179226.908,10504065.02,8763317.392,4964502.648,11053781,16179093.16,27734343.7,22360697.36,7979309.836,13488174.65,14548523.42,10018936.54,22476842.19,9828520.264,12784055.68,15075252.04,12975239.92,9892696.906,11689785.63,13100658.19,20052271.92,8090343.51,10892675.5,14312408.96,10275832.24,11136439.98,8986924.325,2368697.624,5105683.245,12876904.06,13708361.24,4065854.82,3799055.788,5911150.587,1445445.515,20332868.89,8881519.815,11205053.79,1962812.243,3549010.105,7437456.551,6427664.128,11000311.74,6491681.876,3607081.016,6856195.708,6385374.163,4915924.317,2458551.929,27859415.24,29350626.93,11041293.57,17163464.18,1647288.39,8270744.032,9477204.082,7173378.925,32379.56868,25396.5466,5875321.645,11110675.98,8638729.307,10650883.09,7206429.639,10506304.68,10469665.01,12223828.85,11453694.46,9371999.245,10768921.99,6856195.708,10487984.84,40.95511783,79.12141895,20.40728601,1.571,0.65,0.001041578,0.002775336
FALSE,,L-isoleucyl-L-glutamine,C11 H21 N3 O4,Full match,No results,No results,No results,Not the top hit,Full match,-0.92,259.15297,9.261,29343147.43,9,0,0,,,,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,DDA for preferred ion,372978.0919,166682.8675,217013.5479,147836.2964,134668.1381,57153.03309,103233.322,202027.7797,117856.693,94496.83619,73080.04585,128239.675,147386.4115,144633.1043,296624.0876,86427.92425,156484.2869,86977.83389,226157.7397,258899.6472,76456.30762,363498.8917,350180.1013,733665.2171,73833.91618,527603.2145,383605.9338,269231.0489,314591.3087,149645.5785,262039.1252,184818.6509,490032.9405,359973.7765,191794.5579,191485.6114,113188.7073,164723.7338,201976.477,223446.0742,380187.3397,616255.7848,1636834.724,113652.6513,321938.493,144941.8932,777846.3202,2089365.646,5061471.636,634515.3354,234793.3648,3875654.353,14067131.34,999163.12,1905356.141,4091508.631,3039142.342,27183524.08,17873499.65,29343147.43,14460765.61,15398561.63,1652133.097,52961.91406,45795.95791,449807.3646,246073.2752,248029.7708,324144.7928,1697556.022,2060159.56,1782092.775,2068320.36,2935918.483,2646514.776,161583.5772,777846.3202,1739824.399,68.44979386,168.701803,71.9047457,0.208,-2.27,5.56238E-07,2.76254E-06
FALSE,,"(2R)-3-Carboxy-N,N,N-trimethyl-2-[(5Z,8Z,11Z,14Z)-5,8,11,14-tetracosatetraenoyloxy]-1-propanaminium",C31 H54 N O4,No match,No results,No results,No results,Invalid mass,No results,-6.03,504.40224,0.595,29333142.92,1,0,0,,,,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,DDA for preferred ion,619416.1256,965290.503,5979148.556,875719.4029,7253621.264,2731795.692,2742421.745,19903061.12,1292495.985,1376831.75,921573.4529,15028618.3,8318152.83,773571.4725,1101392.678,6375672.789,14828185.85,4023788.793,1036946.402,823072.8407,12078776.95,792440.1293,11754771.76,448070.1396,6223389.287,2058105.9,3482056.405,8031749.871,29333142.92,10618204.46,11619534.11,566263.034,4982876.711,1103932.057,409333.4691,620497.9994,798625.0582,8938869.822,1221701.37,3289144.566,4095709.611,398885.9872,3058175.341,576458.3826,2827238.22,7383059.015,573075.8044,603000.605,997410.0239,4957315.385,15082909.15,1673540.012,4707084.132,14800323.4,3930810.794,641396.0259,470826.8557,1082773.354,1508263.598,574345.4023,1127776.723,3116511.802,597994.7667,248562.158,175127.3844,4651334.704,5063369.26,4830877.002,4779736.024,5061376.231,5662406.486,5064758.099,6004021.153,5415095.19,5702067.569,3112239.075,1221701.37,5064063.679,111.5909222,123.3796475,8.616478496,2.547,1.35,0.078591037,0.142779388
FALSE,,dehydrolysine,C6 H12 N2 O2,Full match,No results,No results,No results,Not the top hit,Full match,-0.88,144.08975,7.02,29330463.47,4,0,0,,,,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,DDA for preferred ion,1112992.12,517880.6803,416992.9316,973801.9233,1018211.152,294500.9923,542867.2153,547252.6206,749685.6829,425329.0178,847029.5808,332557.1925,990534.097,618381.4063,3852533.719,3674520.972,6534173.4,4696314.481,7104313.001,4321311.637,3899032.006,17256031.77,8633884.989,15217352.33,5906711.258,8613403.482,13969592.58,5620344.016,9374839.871,3059756.293,5025738.149,8990742.027,664498.0731,1090281.154,643746.0662,536153.7771,693592.2559,1066511.316,737803.4225,881837.5565,1411179.365,1211108.627,1130241.984,811699.8213,1131065.77,1075337.871,1223310.059,2134402.648,11806475.33,6089266.183,3361939.775,13004191.27,13288929.85,5795267.599,4730634.292,7678366.002,7072586.706,24099482.85,16033008.16,29330463.47,14380048.12,18836238.6,8213685.053,215762.5969,92559.31578,683510.1197,976682.2685,1749467.593,2268030.13,20679807.84,19112959.96,11894144.87,18977732.82,13027066.37,22483379.08,3763527.346,2134402.648,12460605.62,102.4599194,118.36493,80.42497072,1.763,0.82,0.710589989,0.871112752
TRUE,,,,No results,No results,No results,No results,No results,No results,,198.03656,7.8,29286021.29,0,0,0,,,,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,DDA for preferred ion,6099298.306,3566450.95,871310.8871,2362541.225,2379307.553,2973447.32,3658173.482,535088.0946,6993759.816,1247096.936,2004489.428,12634197.43,3293382.232,1794648.143,2234518.542,6852453.807,18391372.62,11889790.58,799929.9569,474267.9619,2624888.412,2949062.037,684014.3927,4130979.576,10722352.68,7069650.973,1988969.781,1297104.739,477043.0398,17432980.83,1549528.678,2527188.949,16216712.47,9842134.619,15467883.36,14186565.95,25403329.57,20792106.46,9902380.969,220436.7424,12653573.79,12107817.84,14716342.44,15610132.38,5535104.28,18244537.46,11162945.52,15905842.06,8115646.396,12639419.83,6787578.812,12831170.39,6949858.399,15246555.33,29286021.29,18420778.31,15941189.47,11022786.25,17664970.59,8643486.656,8642131.168,8964697.52,12935407.98,60866.11428,63799.7438,15793499.19,13674545.59,13669504.87,13425706.94,11995824.76,14932946.87,14586471.73,14564048.71,14701262.24,14860137.17,2576038.681,12831170.39,14575260.22,105.9055131,43.56145683,7.433515848,0.201,-2.32,4.8419E-08,2.84194E-07
FALSE,,3-Methylhistidine,C7 H11 N3 O2,Full match,Full match,No results,No results,Not the top hit,Full match,-0.02,169.08512,9.296,28984185.24,8,1,0,60.3,23.4,,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,DDA for preferred ion,6365015.077,4983444.213,18253442.3,4370583.33,5672247.928,852911.375,3795792.126,6991115.747,5067634.396,4540507.151,3921854.88,12645573.71,5571695.038,4852641.135,2384746.248,3598132.431,4938966.724,1360662.801,2795727.853,2203152.502,1105241.899,1192557.032,4483338.43,1745075.059,1415573.994,4121714.911,4086874.044,4644088.051,1850431.849,6888594.852,3005629.949,3171855.92,5408476.368,5601195.704,6358922.768,4982274.547,3286869.208,23618402.49,4418600.667,8617481.696,18688435.03,7502052.34,10554822.01,7052420.196,19691713.4,28984185.24,6795938.289,14959472.06,1865679.885,4492102.252,3646577.905,2403278.605,1355608.443,8387439.756,5808950.61,2519400.932,2557124.082,3848225.476,7278718.135,6203117.373,4321812.735,7437813.642,12079314.1,25042.98068,15251.0573,9440158.253,9985714.325,9697974.042,13087526.67,3980923.86,5509931.866,5726082.952,6353946.031,9304038.491,9291891.083,4104294.477,6203117.373,9297964.787,76.60343298,81.78569159,33.3232694,0.662,-0.6,0.00506047,0.011875361
TRUE,,Adenosine,C10 H13 N5 O4,No match,Full match,Full match,Full match,Full match,Full match,-1.41,267.09638,2.326,28954011.39,14,2,2,99.1,10,92.7,No matches found,No matches found,No matches found,No matches found,Multiple matches found,No matches found,No matches found,No matches found,No matches found,DDA for preferred ion,10487643.59,8628492.02,12297416.78,7281534.599,3744344.616,5955295.308,3826793.894,4430767.986,5417172.346,3347376.38,4366118.464,10961306.98,6911457.997,6525709.345,5297487.632,13586855.3,13394660.23,6902277.336,4806700.352,4603111.98,7920450.679,5047075.747,9047656.863,7891929.318,8868811.243,5843946.819,6993926.08,6998949.564,5027758.886,17680573.61,5862157.578,8230314.106,21300399.83,7104905.65,11441769.7,13013254.52,10866706.25,11257876,10266714.07,2161208.734,5291884.755,14979148.11,14231092.72,6492779.675,5567385.758,13586607.66,11912703.05,27951627.81,6224819.554,12548682.76,7243293.282,18349940.95,14224184.85,14757220.94,14898342.55,22469527.75,13916016.43,27498773.81,28954011.39,6934371.774,23377926.5,20841038.47,8096014.397,172882.0555,320101.5673,12475494.34,10249679.53,10740562.68,9822366.262,12959479,12140847.29,12444800.46,9562391.371,9306446.537,9716858.993,6906867.666,13013254.52,10495121.11,44.27870723,51.37554373,12.9140802,0.531,-0.91,3.54146E-05,0.000128123
FALSE,,4-Hydroxyprolylleucine,C11 H20 N2 O4,Full match,No results,No results,No results,Full match,No results,-0.4,244.14221,7.601,28942700.38,4,0,0,,,,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,DDA for preferred ion,8775064.836,9840441.292,9791785.487,11995338.08,3451786.497,2023722.399,6802538.321,28942700.38,6717171.674,3715588.169,7990415.479,8515376.345,7094317.842,5988198.134,14212094.89,6762828.308,11723540.98,11512239.9,7824201.521,8920034.24,4901125.306,5968057.421,28447849.74,4515323.769,7828659.784,7836457.797,12708958.34,16739322.85,19759911.54,14389870.51,19486802.99,9307914.221,6309695.079,14029175.84,5280451.602,3744261.456,7052542.389,17199734.83,3812666.021,24076331.69,13053250.86,4228744.968,4363805.09,5057121.234,6948717.87,16008343.37,5772530.339,5600652.265,4424417.603,17253396.28,12201135.03,6213868.336,3225703.84,16913668.22,16808832.61,5070636.835,5110649.068,6171210.376,8701554.238,3071617.944,5168429.907,3622511.116,7439376.855,30369.16892,25579.91595,8960477.297,8628410.17,8995929.973,9374208.025,11659221.55,12409272.45,10636178.17,14700911.74,10014796.73,13570564.38,8645220.59,6171210.376,10325487.45,61.34868743,65.29941011,19.3890512,1.401,0.49,0.254033907,0.389534326
TRUE,,,C13 H22 N2 O5 P2 S,Full match,No results,No results,No results,No results,No results,-1.54,380.07188,7.844,28881612.11,0,0,0,,,,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,DDA for preferred ion,1357251.555,593831.2903,344075.9152,230897.2725,53175.79705,204071.4567,707597.4775,464491.7719,5556426.79,129675.7362,73788.91142,71189.0744,187197.1273,67663.3108,851599.0522,1707802.633,335022.3981,4012982.012,126724.2414,201141.317,65377.28094,66661.98766,826618.0657,765427.1862,4823325.33,654409.0498,170811.2551,595644.9847,202527.0243,134912.5784,378304.2177,147555.3045,15759072.46,21210059.05,13972278.35,12440931.74,13503194.62,10536940.49,10571066.17,9705229.004,19771542.86,12065744.33,17637652.71,11425310.75,11607393.46,21664659.62,11170506.34,23278212.69,16913413.96,15732402.35,14460198.59,13381508.02,14119874.64,17974645.07,17633002.43,13430596.7,14519906.62,18119076.96,19372876.52,28881612.11,14734666.88,25956226.38,12247693.9,55414.46856,45359.56831,12002699.95,10555706.12,12124014.49,10644102.11,10305024.43,11681514.99,13241576.19,12946994.13,13510731.47,13453996.74,282959.8353,14519906.62,12063357.22,168.0269902,29.34821968,10.25188319,0.019,-5.68,1E-15,8.8662E-15
TRUE,,Dropropizine,C13 H20 N2 O2,Full match,No results,No results,No results,Full match,No results,-0.76,236.1523,1.376,28765560.27,4,0,0,,,,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,DDA for preferred ion,707462.7453,655062.6626,718439.9028,755877.2888,108100.9878,94816.28845,80451.55487,332702.3023,498960.4415,88606.63345,370987.0326,170502.7824,364193.1922,300693.6558,631294.6243,141655.7458,954448.7842,234733,568231.2037,345717.6846,223185.6742,182234.3747,1085182.567,87772.13853,175768.0126,425700.0829,452564.72,1229212.329,311223.1646,664015.06,605033.3186,250622.188,10037293.82,2539157.649,5849832.026,1944608.096,6937658.156,1581185.77,3812154.546,841524.5512,26542884.12,11614202.24,8799593.736,1636342.9,868134.8409,7382391.486,7865521.614,14720756.93,7885080.918,10547485.65,1302297.474,6402555.315,6424974.488,20175103.21,2410418.508,3755701.531,3164918.102,8237948.134,28765560.27,11448295.85,9723124.568,7309128.977,2363484.569,54937.0141,65486.94181,5593673.824,5534977.128,7191478.436,4769532.363,7250914.541,7548116.636,7379467.4,6202689.193,6293248.743,8842674.852,354955.4384,6937658.156,6742363.59,69.94554327,88.29065192,18.05946044,0.051,-4.29,1E-15,8.8662E-15
TRUE,,"4-(5-{5-[(2S)-1-(4-Pyridinylmethyl)-2-pyrrolidinyl]-1,2,4-oxadiazol-3-yl}-2-pyridinyl)morpholine",C21 H24 N6 O2,No match,Invalid mass,No results,No results,No match,No match,14.49,392.20176,1.366,28721784.08,4,4,0,93.1,9.7,,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,DDA for preferred ion,108283.2546,255222.7452,710491.217,112109.6392,4938561.995,199676.5843,2427026.962,5312326.72,212955.0323,847592.1008,88063.28198,3755041.964,1928122.723,136284.673,186840.5842,232236.3771,5288145.37,226140.0124,347312.4474,255064.3793,1222245.607,156231.3619,160643.8014,82652.89629,114761.3534,899068.1309,2224529.277,178064.6844,4403190.407,1900681.386,660548.3245,221025.9369,2654146.452,129266.1195,16310578.79,626447.0495,1252001.046,6701686.231,346566.1868,6756278.035,28721784.08,913007.7771,14171354.81,6460723.076,3089362.151,5157344.903,9467148.876,2597266.78,1371103.121,3172165.662,2515916.26,12132981.46,2633567.332,10818768.44,121726.0226,527391.6208,233831.6993,1943481.38,4840235.734,12503672.96,2743927.768,2725041.94,7694537.165,57905.35242,38013.90013,1296629.942,2157931.675,2211733.599,2206302.851,2155332.673,2207073.383,2262047.138,2575686.948,2559011.115,2979520.932,255143.5623,2743927.768,2209403.491,135.0265996,112.8566019,19.01784838,0.093,-3.43,7.75963E-06,3.17188E-05
FALSE,,,,No results,No results,No results,No results,No results,No results,,94.04839,0.127,28710224.45,0,0,0,,,,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,DDA for preferred ion,1142247.555,4232478.447,2242495.531,2426076.471,1588992.538,4271565.995,1301914.008,8388325.037,3347791.831,6040053.217,12248318.63,6814120.01,731284.6332,2504500.573,6148457.212,9689658.002,11197462.78,1305972.213,8423793.853,1478580.466,12093532.32,6478636.783,8186049.711,6681575.165,7906445.869,6738572.124,2335257.464,2151093.347,8383850.257,10048432.54,4827586.942,8620070.784,7324681.422,6039646.011,11799353.58,8954496.511,9933146.943,11886728.14,5964440.12,2526031.083,1676868.563,3894633.844,17881254.12,12848895.55,1264858.918,28710224.45,9264133.859,1429338.113,246301.3853,3179163.765,9262287.657,13002496.73,3157971.991,12561520.5,11335872.84,6712139.529,8338976.172,5932411.497,14102487.36,8753388.424,13663959.08,7768241.361,9854250.397,758813.568,703244.6255,4442152.27,5093223.339,2848857.526,10888344.24,1247114.312,9112142.183,10723281.87,8915781.417,1979753.79,10197460.87,6094255.215,8753388.424,7004502.378,62.28195781,66.46220209,58.28736017,0.696,-0.52,0.182754366,0.294229855
FALSE,,N-carbamoyl-D-phenylglycine,C9 H10 N2 O3,Full match,No results,No results,No results,Not the top hit,Full match,0.93,194.06932,2.159,28637141.31,3,0,0,,,,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,DDA for preferred ion,9062520.195,11204757.24,16269055.43,12595693.87,6873785.196,2688710.937,3685832.942,12985660.92,9507129.229,5074503.565,9757811.768,11148855.87,7729825.946,6806884.824,13281463.91,11207214.74,10383257.17,7093401.919,9114632.586,16480526.91,9013581.577,6170121.782,12599294.56,7679547.288,7506757.005,7741514.525,8705536.976,16969464.94,11785800.97,12996768.3,10272096.52,11425051.35,8362938.5,22571794.52,5584598.986,6148561.257,8164099.434,19740858.6,6151714.658,28637141.31,8245970.398,7617107.442,4844738.237,5226839.319,7940251.842,16457168.38,6526076.466,9657347.279,7220260.742,15283657.43,15350280.02,7607110.681,5925807.794,14868815.89,17078016.38,7126670.655,6948049.449,8514771.213,10906770.87,3544366.412,10248267.9,8990532.477,7593682.131,188789.769,97656.83475,11513638.5,10413622.52,11926456.38,10189502.62,11841305.4,11343438.53,11502008.05,11853331.84,11888317.69,12002523.57,9632470.498,8164099.434,11677471.95,34.92431641,56.05162651,5.617099066,1.18,0.24,0.993726038,0.999998814
FALSE,,"5,10,15-trimethyl-4,9,13-trioxatetracyclo[10.3.0.0?l,?µ.0?¸,?a?°]pentadec-1(15)-en-14-one",C15 H20 O4,No match,Invalid mass,No results,No results,No match,No match,64460.5,281.16251,0.633,28616119.89,2,2,0,67.8,39.2,,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,DDA for preferred ion,1337098.813,1278441.035,426673.6161,1316116.873,643943.4191,709106.4177,291853.1399,2484036.142,1296160.572,183694.8793,493422.8613,1614081.318,1271480.177,1191094.171,1440500.876,994997.3967,2320664.719,1259869.038,1751128.551,1956335.71,1908425.368,1415443.033,1922042.3,1030375.409,1507912.693,2495984.472,2937588.751,2669074.671,2723713.971,1593167.949,2193971.166,1424227.542,1157420.925,1403073.563,803540.2478,1147447.429,1647818.011,1201588.082,923957.5984,421894.8877,4266577.746,1358919.268,1616446.354,493982.1038,1122713.306,4786850.335,1224213.56,8469961.163,2937921.565,3142663.515,2503343.217,3007422.391,2313479.952,7715533.038,1917287.331,981044.3597,938942.3127,2671950.663,3996417.568,28616119.89,3129883.308,3384177.523,1725618.716,167207.9059,199093.9759,2472411.51,1770606.68,1842439.205,1635215.42,2381263.029,2488204.844,2261945.329,2090885.695,2837823.115,2915342.023,1419835.288,1725618.716,2321604.179,48.18187181,155.6537993,19.18946282,0.823,-0.28,0.033928601,0.068019281
TRUE,,2-Hydroxy-4-oxo-16-heptadecen-1-yl acetate,C19 H34 O4,No results,No results,No results,No results,Full match,No results,-1.36,326.24527,0.622,28565643.15,4,0,0,,,,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,DDA for preferred ion,22030547.04,27494344.22,3765204.073,12741130.97,4581342.495,6832846.078,2084572.78,7617548.839,7728906.022,7097199.167,8881318.708,14661795.68,26276329.48,19448928.07,5953135.366,7129837.924,13331157.54,9897081.674,26298089.77,9969609.178,19303079.4,19664958.79,9757200.247,8069448.076,8562868.748,15041182.66,28565643.15,8882205.106,10174704.77,13334679.44,8174587.477,13916940.01,10696445.29,6259198.165,3710192.242,8531580.84,6243855.422,4810586.316,7605799.455,2643615.738,3338832.134,9351089.618,4849569.034,5782179.988,3671700.108,4559217.136,7990828.41,3065217.432,6111127.3,8578998.982,8448351.047,2723600.205,3203473.043,6106356.131,3214252.875,12922317.58,12152162.47,9444062.574,11782536.73,1501772.487,6130739.142,2946194.672,2743519.148,49502.97934,76471.66657,10727152.25,10195256.73,9608084.322,9865591.994,12486690.34,10680249.88,11435743.55,11365933.55,11150961.5,11727587.91,9933345.426,6106356.131,10939056.88,57.25372774,51.14199769,8.117557861,1.627,0.7,7.60573E-06,3.11402E-05
